order_id,created_at,order_value,items_count,estimated_prep_time,estimated_delivery_time,customer_lat,customer_lon,order_status,restaurant_id,weather_level,traffic_level
4846,2026-01-26 14:47:07,39.97,4,22,21,43.243497,-2.92287,DELIVERED,31,CLEAR,MEDIUM
4847,2026-01-21 21:35:11,44.92,3,23,21,43.268807,-2.971027,DELIVERED,42,CLEAR,HIGH
4848,2026-01-07 21:01:53,35.41,3,28,21,43.239685,-2.935096,CANCELLED,19,CLEAR,HIGH
4849,2026-01-20 21:36:06,74.83,6,29,25,43.260687,-2.974017,DELIVERED,35,WIND,HIGH
4850,2026-01-22 15:11:25,50.81,4,16,12,43.217388,-2.981623,DELIVERED,17,CLEAR,MEDIUM
4851,2026-01-07 22:52:30,19.22,1,34,26,43.239368,-2.89188,DELIVERED,23,WIND,MEDIUM
4852,2026-01-03 14:31:06,56.81,4,36,20,43.206115,-2.947169,DELIVERED,12,CLEAR,HIGH
4853,2026-01-18 04:56:42,20.54,1,25,20,43.251363,-2.964867,DELIVERED,28,CLEAR,LOW
4854,2026-01-19 04:10:43,55.85,6,13,22,43.206525,-2.940878,DELIVERED,31,WIND,LOW
4855,2026-01-16 01:05:31,111.77,6,31,10,43.287366,-2.926938,DELIVERED,18,CLEAR,LOW
4856,2026-01-13 15:26:14,23.57,1,20,19,43.221838,-2.938249,DELIVERED,36,RAIN,LOW
4857,2026-01-24 14:18:48,52.48,4,36,24,43.203155,-2.983765,DELIVERED,2,CLEAR,MEDIUM
4858,2026-01-22 11:23:04,77.78,4,28,15,43.251731,-2.900174,DELIVERED,9,CLEAR,LOW
4859,2026-01-05 14:13:17,53.14,3,40,26,43.280274,-2.882587,DELIVERED,9,RAIN,MEDIUM
4860,2026-01-07 21:57:04,39.54,2,29,26,43.204944,-2.88551,DELIVERED,36,CLEAR,HIGH
4861,2026-01-28 20:26:01,48.94,5,16,17,43.283863,-2.958166,DELIVERED,21,CLEAR,MEDIUM
4862,2026-01-08 20:05:38,13.41,1,23,18,43.204571,-2.904515,CANCELLED,25,CLEAR,LOW
4863,2026-01-31 00:41:44,86.51,6,24,20,43.255331,-2.885609,DELIVERED,14,CLEAR,MEDIUM
4864,2026-01-07 08:51:21,38.8,3,20,28,43.29734,-2.932016,DELIVERED,11,CLEAR,HIGH
4865,2026-01-30 20:15:18,81.91,6,13,27,43.218471,-2.931646,DELIVERED,8,RAIN,MEDIUM
4866,2026-01-01 00:39:54,68.21,5,18,26,43.216911,-2.955612,DELIVERED,13,WIND,MEDIUM
4867,2026-01-20 21:52:31,58.87,4,24,32,43.268982,-2.921418,CANCELLED,48,RAIN,HIGH
4868,2026-01-30 19:46:43,43.25,3,29,18,43.292945,-2.937978,DELIVERED,12,CLEAR,LOW
4869,2026-01-11 21:00:22,48.38,5,21,18,43.281723,-2.932427,DELIVERED,31,CLEAR,MEDIUM
4870,2026-01-26 20:05:32,49.22,5,15,20,43.232962,-2.882231,DELIVERED,20,CLEAR,LOW
4871,2026-01-31 12:48:00,25.62,3,16,13,43.243612,-2.929151,DELIVERED,16,CLEAR,LOW
4872,2026-01-21 09:57:57,9.4,1,11,10,43.256196,-2.908336,DELIVERED,16,CLEAR,LOW
4873,2026-01-13 20:30:31,62.64,5,18,19,43.200167,-2.966605,DELIVERED,45,CLEAR,LOW
4874,2026-01-23 07:27:23,47.51,5,8,24,43.275393,-2.928297,DELIVERED,49,RAIN,LOW
4875,2026-01-12 10:50:23,94.71,5,33,14,43.237316,-2.890142,DELIVERED,23,RAIN,LOW
4876,2026-01-24 13:20:22,35.07,3,21,32,43.272396,-2.989092,DELIVERED,44,RAIN,HIGH
4877,2026-01-27 19:43:54,37.95,3,17,15,43.283223,-2.921692,DELIVERED,46,CLEAR,MEDIUM
4878,2026-01-14 21:03:18,72.37,4,37,27,43.286895,-2.880058,DELIVERED,23,CLEAR,HIGH
4879,2026-01-31 23:49:49,33.51,2,25,25,43.201994,-2.979149,DELIVERED,14,CLEAR,HIGH
4880,2026-01-07 02:15:27,65.39,6,20,18,43.200701,-2.902821,DELIVERED,26,CLEAR,MEDIUM
4881,2026-01-17 18:09:56,40.89,3,18,23,43.205152,-2.970819,DELIVERED,17,CLEAR,MEDIUM
4882,2026-01-18 21:54:28,31.15,3,22,27,43.260096,-2.92491,DELIVERED,19,RAIN,HIGH
4883,2026-01-26 01:31:20,28.75,2,18,14,43.285874,-2.9723,DELIVERED,42,CLEAR,MEDIUM
4884,2026-01-04 21:16:52,39.21,4,26,20,43.280183,-2.95068,CANCELLED,26,CLEAR,HIGH
4885,2026-01-21 15:05:51,28.11,2,19,15,43.205373,-2.914524,CANCELLED,46,CLEAR,LOW
4886,2026-01-07 21:21:12,48.84,5,20,19,43.218425,-2.958219,DELIVERED,50,CLEAR,MEDIUM
4887,2026-01-08 13:49:54,43.94,4,17,24,43.245836,-2.917563,DELIVERED,47,CLEAR,HIGH
4888,2026-01-19 13:41:35,50.58,4,26,20,43.276669,-2.927704,DELIVERED,38,CLEAR,HIGH
4889,2026-01-16 14:46:51,74.93,4,30,35,43.219796,-2.981053,CANCELLED,33,RAIN,HIGH
4890,2026-01-03 03:15:41,53.11,6,18,27,43.24784,-2.891504,DELIVERED,31,RAIN,MEDIUM
4891,2026-01-16 22:01:55,56.77,6,18,25,43.24834,-2.950989,DELIVERED,43,WIND,HIGH
4892,2026-01-04 19:28:25,70.84,4,24,16,43.287046,-2.890894,DELIVERED,28,CLEAR,MEDIUM
4893,2026-01-28 21:33:49,29.63,2,21,29,43.281393,-2.916785,DELIVERED,5,CLEAR,HIGH
4894,2026-01-05 21:42:08,58.85,3,32,32,43.219621,-2.960641,CANCELLED,9,RAIN,HIGH
4895,2026-01-22 15:37:04,38.89,4,10,12,43.203214,-2.976642,DELIVERED,44,CLEAR,LOW
4896,2026-01-06 08:04:29,80.81,6,11,16,43.290389,-2.984651,DELIVERED,8,RAIN,LOW
4897,2026-01-22 23:19:58,49.73,4,14,18,43.260407,-2.948393,DELIVERED,40,CLEAR,LOW
4898,2026-01-22 21:28:13,41.13,3,28,18,43.271017,-2.979055,DELIVERED,13,WIND,HIGH
4899,2026-01-18 23:37:58,41.9,3,21,24,43.241433,-2.924672,DELIVERED,13,WIND,MEDIUM
4900,2026-01-24 23:44:39,55.14,3,20,13,43.259863,-2.901548,DELIVERED,36,CLEAR,LOW
4901,2026-01-23 20:49:04,91.82,5,23,11,43.207516,-2.956668,DELIVERED,6,CLEAR,LOW
4902,2026-01-11 06:46:39,67.22,5,11,20,43.276643,-2.984641,DELIVERED,8,CLEAR,LOW
4903,2026-01-29 13:13:32,61.53,6,17,29,43.2936,-2.91469,DELIVERED,44,CLEAR,HIGH
4904,2026-01-20 15:17:34,72.28,6,18,15,43.203612,-2.927406,DELIVERED,40,CLEAR,MEDIUM
4905,2026-01-28 15:18:40,41.63,4,8,22,43.258217,-2.900149,CANCELLED,37,CLEAR,HIGH
4906,2026-01-02 15:11:23,111.22,6,25,20,43.276235,-2.898687,DELIVERED,28,CLEAR,MEDIUM
4907,2026-01-26 21:08:26,9.64,1,18,21,43.293467,-2.951211,DELIVERED,37,CLEAR,MEDIUM
4908,2026-01-01 10:47:03,25.62,2,22,25,43.256541,-2.885265,DELIVERED,38,CLEAR,MEDIUM
4909,2026-01-24 05:47:41,109.02,6,30,22,43.286594,-2.947521,DELIVERED,9,RAIN,LOW
4910,2026-01-25 21:08:27,111.84,6,35,22,43.291018,-2.905358,CANCELLED,33,CLEAR,MEDIUM
4911,2026-01-06 14:28:24,55.12,4,25,22,43.269703,-2.896915,DELIVERED,11,CLEAR,HIGH
4912,2026-01-19 11:05:16,58.55,3,30,17,43.299331,-2.896856,DELIVERED,33,RAIN,LOW
4913,2026-01-24 12:43:23,51.3,5,11,22,43.215509,-2.988841,DELIVERED,44,CLEAR,MEDIUM
4914,2026-01-12 21:05:58,16.25,1,29,20,43.236977,-2.958041,DELIVERED,6,CLEAR,HIGH
4915,2026-01-17 08:03:31,82.68,6,24,22,43.2143,-2.882189,DELIVERED,14,RAIN,MEDIUM
4916,2026-01-19 21:12:46,38.83,2,30,29,43.205605,-2.965205,CANCELLED,10,WIND,HIGH
4917,2026-01-22 22:48:13,59.31,6,20,17,43.217571,-2.925202,DELIVERED,49,CLEAR,MEDIUM
4918,2026-01-11 23:43:46,92.18,5,22,17,43.213398,-2.985891,DELIVERED,28,CLEAR,LOW
4919,2026-01-23 05:14:48,50.71,5,9,11,43.236005,-2.978274,DELIVERED,15,CLEAR,LOW
4920,2026-01-31 23:35:45,74.89,6,16,12,43.20704,-2.949701,DELIVERED,45,CLEAR,LOW
4921,2026-01-17 22:10:15,13.79,1,23,20,43.243111,-2.94841,DELIVERED,37,CLEAR,HIGH
4922,2026-01-17 13:43:44,70.23,5,30,20,43.26306,-2.892315,DELIVERED,38,CLEAR,MEDIUM
4923,2026-01-26 12:03:04,83.27,6,23,17,43.279397,-2.980016,DELIVERED,14,CLEAR,LOW
4924,2026-01-12 13:10:44,65.25,5,22,28,43.27683,-2.976367,DELIVERED,27,CLEAR,HIGH
4925,2026-01-27 08:56:03,75.64,4,20,19,43.258958,-2.97809,DELIVERED,6,WIND,MEDIUM
4926,2026-01-16 13:39:19,33.33,3,22,24,43.28527,-2.92214,DELIVERED,47,CLEAR,HIGH
4927,2026-01-20 23:56:58,40.61,3,21,21,43.252122,-2.919715,DELIVERED,38,RAIN,LOW
4928,2026-01-04 07:45:13,66.31,5,16,15,43.278303,-2.884445,CANCELLED,11,WIND,LOW
4929,2026-01-01 14:10:37,13.22,1,22,18,43.296114,-2.912487,DELIVERED,50,CLEAR,HIGH
4930,2026-01-14 15:12:49,65.24,6,14,11,43.25159,-2.939375,DELIVERED,41,CLEAR,LOW
4931,2026-01-12 14:50:31,71.77,6,23,22,43.243956,-2.976611,DELIVERED,45,CLEAR,MEDIUM
4932,2026-01-21 22:17:52,7.38,1,22,23,43.202761,-2.880247,DELIVERED,31,CLEAR,HIGH
4933,2026-01-08 22:23:07,31.91,3,17,17,43.27336,-2.894978,DELIVERED,49,CLEAR,HIGH
4934,2026-01-09 14:59:53,29.21,3,15,23,43.22292,-2.884918,DELIVERED,49,CLEAR,HIGH
4935,2026-01-02 15:09:28,21.29,2,9,10,43.280827,-2.954111,DELIVERED,50,CLEAR,LOW
4936,2026-01-10 00:13:47,39.35,3,18,22,43.239959,-2.930043,DELIVERED,17,CLEAR,MEDIUM
4937,2026-01-18 09:14:07,47.37,5,14,11,43.281596,-2.933401,DELIVERED,49,CLEAR,LOW
4938,2026-01-10 17:50:34,30.52,3,13,18,43.258053,-2.960572,DELIVERED,7,CLEAR,LOW
4939,2026-01-08 22:51:47,17.52,1,41,20,43.240923,-2.973839,DELIVERED,9,CLEAR,MEDIUM
4940,2026-01-19 21:08:56,66.61,5,26,24,43.212746,-2.97557,DELIVERED,17,CLEAR,MEDIUM
4941,2026-01-05 15:37:51,60.2,5,20,29,43.269902,-2.881596,DELIVERED,5,WIND,MEDIUM
4942,2026-01-01 21:11:31,52.84,3,31,22,43.250969,-2.951464,DELIVERED,6,CLEAR,MEDIUM
4943,2026-01-31 09:29:00,16.96,2,13,21,43.255006,-2.941377,DELIVERED,21,WIND,LOW
4944,2026-01-14 22:08:38,14.71,1,17,21,43.268774,-2.959139,DELIVERED,31,CLEAR,HIGH
4945,2026-01-08 22:08:18,59.73,5,29,28,43.25443,-2.928654,DELIVERED,34,RAIN,MEDIUM
4946,2026-01-04 23:03:15,53.4,3,31,17,43.277495,-2.972764,DELIVERED,33,CLEAR,LOW
4947,2026-01-17 14:35:01,41.6,4,19,22,43.216464,-2.915236,DELIVERED,50,CLEAR,HIGH
4948,2026-01-28 14:00:49,26.13,2,24,28,43.291354,-2.936564,DELIVERED,1,CLEAR,HIGH
4949,2026-01-09 11:50:11,41.72,4,21,16,43.253092,-2.917936,DELIVERED,4,CLEAR,MEDIUM
4950,2026-01-09 19:58:50,44.92,3,26,15,43.2909,-2.989308,DELIVERED,12,CLEAR,LOW
4951,2026-01-21 05:01:42,16.68,1,27,17,43.256334,-2.959836,DELIVERED,18,CLEAR,MEDIUM
4952,2026-01-31 22:25:43,82.63,6,19,26,43.262413,-2.967681,DELIVERED,1,CLEAR,HIGH
4953,2026-01-15 12:23:38,42.18,3,14,21,43.262004,-2.88685,DELIVERED,8,CLEAR,MEDIUM
4954,2026-01-27 22:04:14,43.09,5,20,20,43.26009,-2.979376,DELIVERED,31,WIND,MEDIUM
4955,2026-01-09 22:37:32,95.15,5,22,31,43.239525,-2.890818,CANCELLED,10,CLEAR,HIGH
4956,2026-01-30 14:43:53,89.19,6,32,14,43.212943,-2.883392,DELIVERED,12,WIND,MEDIUM
4957,2026-01-29 13:32:26,41.07,3,21,17,43.294503,-2.978633,DELIVERED,45,CLEAR,HIGH
4958,2026-01-02 14:41:12,9.02,1,23,22,43.204856,-2.92006,DELIVERED,7,CLEAR,HIGH
4959,2026-01-28 13:06:33,26.7,2,26,24,43.266164,-2.8933,DELIVERED,24,CLEAR,HIGH
4960,2026-01-29 18:56:26,90.15,5,32,11,43.249131,-2.981898,DELIVERED,9,CLEAR,LOW
4961,2026-01-18 06:08:58,16.83,2,8,31,43.259133,-2.925892,DELIVERED,37,RAIN,HIGH
4962,2026-01-11 12:54:41,26.61,3,14,27,43.269593,-2.969551,DELIVERED,31,CLEAR,HIGH
4963,2026-01-19 12:38:56,58.05,6,17,16,43.218372,-2.883062,DELIVERED,16,CLEAR,LOW
4964,2026-01-16 23:42:33,90.23,5,31,29,43.224335,-2.899714,DELIVERED,9,RAIN,HIGH
4965,2026-01-29 20:39:49,51.41,4,17,20,43.268345,-2.928417,CANCELLED,3,CLEAR,MEDIUM
4966,2026-01-28 14:49:32,8.51,1,27,30,43.278334,-2.938237,CANCELLED,47,RAIN,HIGH
4967,2026-01-06 14:10:54,74.42,4,37,23,43.286168,-2.950937,DELIVERED,9,CLEAR,MEDIUM
4968,2026-01-27 06:33:28,54.34,4,21,19,43.255947,-2.934694,DELIVERED,11,RAIN,MEDIUM
4969,2026-01-07 09:01:32,53.41,5,11,11,43.250495,-2.953025,DELIVERED,44,CLEAR,LOW
4970,2026-01-01 12:47:13,28.31,2,23,39,43.225525,-2.892267,DELIVERED,14,RAIN,HIGH
4971,2026-01-19 04:06:58,89.6,5,30,26,43.286353,-2.965686,DELIVERED,18,RAIN,LOW
4972,2026-01-04 14:34:15,59.5,6,16,27,43.285153,-2.902646,DELIVERED,50,CLEAR,HIGH
4973,2026-01-15 12:31:25,77.88,6,17,17,43.224962,-2.892788,DELIVERED,3,CLEAR,MEDIUM
4974,2026-01-02 12:27:25,75.71,4,29,16,43.272074,-2.961407,DELIVERED,18,CLEAR,MEDIUM
4975,2026-01-21 21:58:20,50.51,5,24,32,43.206917,-2.976103,DELIVERED,4,WIND,HIGH
4976,2026-01-27 11:20:45,88.49,6,20,18,43.251045,-2.975923,DELIVERED,1,CLEAR,MEDIUM
4977,2026-01-03 22:28:57,94.43,5,37,20,43.285162,-2.981912,CANCELLED,33,CLEAR,HIGH
4978,2026-01-17 20:30:26,54.11,5,16,15,43.246369,-2.927462,DELIVERED,30,CLEAR,LOW
4979,2026-01-25 15:35:03,37.39,2,25,17,43.204506,-2.916225,DELIVERED,28,WIND,LOW
4980,2026-01-10 02:29:04,77.94,6,20,13,43.263276,-2.944976,DELIVERED,38,CLEAR,LOW
4981,2026-01-11 15:34:50,109.51,6,30,13,43.218084,-2.961826,DELIVERED,18,CLEAR,LOW
4982,2026-01-19 22:23:49,17.73,1,36,13,43.221013,-2.972435,DELIVERED,33,CLEAR,MEDIUM
4983,2026-01-19 00:49:07,48.73,5,14,24,43.278343,-2.941537,DELIVERED,20,CLEAR,HIGH
4984,2026-01-24 22:42:02,35.29,3,17,17,43.223246,-2.916421,DELIVERED,47,CLEAR,MEDIUM
4985,2026-01-26 15:15:59,89.04,5,19,19,43.235286,-2.946563,CANCELLED,10,CLEAR,MEDIUM
4986,2026-01-13 21:24:08,14.48,1,19,20,43.25625,-2.948218,DELIVERED,27,CLEAR,MEDIUM
4987,2026-01-01 19:50:10,14.02,1,13,18,43.22761,-2.965774,DELIVERED,30,RAIN,LOW
4988,2026-01-01 21:14:46,73.06,6,26,21,43.223936,-2.88961,DELIVERED,3,WIND,HIGH
4989,2026-01-28 04:23:23,41.93,3,21,15,43.253616,-2.934824,DELIVERED,5,WIND,LOW
4990,2026-01-14 14:32:32,50.58,5,22,28,43.237659,-2.976417,CANCELLED,50,CLEAR,HIGH
4991,2026-01-08 05:57:16,45.65,3,24,18,43.231733,-2.880465,DELIVERED,12,CLEAR,MEDIUM
4992,2026-01-23 12:28:22,23.75,1,28,27,43.259427,-2.894137,DELIVERED,18,RAIN,MEDIUM
4993,2026-01-16 11:50:41,31.99,2,18,12,43.272731,-2.918126,DELIVERED,11,CLEAR,LOW
4994,2026-01-22 15:41:34,51.42,4,15,20,43.25379,-2.942937,DELIVERED,42,CLEAR,LOW
4995,2026-01-08 13:17:52,70.16,4,37,20,43.284565,-2.889739,DELIVERED,23,CLEAR,MEDIUM
4996,2026-01-02 23:47:20,33.46,2,24,19,43.202883,-2.975114,DELIVERED,14,CLEAR,LOW
4997,2026-01-26 21:08:59,28.47,2,21,18,43.223274,-2.901694,DELIVERED,46,CLEAR,HIGH
4998,2026-01-20 08:42:31,35.98,3,16,18,43.28894,-2.902154,DELIVERED,45,CLEAR,LOW
4999,2026-01-26 14:43:47,54.23,6,19,21,43.286311,-2.904503,DELIVERED,50,CLEAR,HIGH
5000,2026-01-02 21:23:38,111.57,6,42,25,43.281596,-2.904802,DELIVERED,23,CLEAR,HIGH
5001,2026-01-03 09:32:27,89.59,5,28,19,43.284226,-2.940828,DELIVERED,23,CLEAR,LOW
5002,2026-01-14 21:29:00,68.87,5,28,25,43.205722,-2.883615,DELIVERED,38,CLEAR,HIGH
5003,2026-01-22 02:59:14,107.86,6,31,16,43.210368,-2.970744,DELIVERED,23,CLEAR,LOW
5004,2026-01-28 19:12:47,35.08,3,18,25,43.268189,-2.948897,DELIVERED,34,RAIN,LOW
5005,2026-01-09 22:24:15,29.32,3,19,22,43.247587,-2.969239,DELIVERED,44,WIND,HIGH
5006,2026-01-23 08:58:14,25.3,3,13,18,43.214136,-2.981805,DELIVERED,31,CLEAR,MEDIUM
5007,2026-01-19 22:25:56,41.66,3,26,22,43.248261,-2.937851,DELIVERED,25,CLEAR,HIGH
5008,2026-01-02 21:48:09,11.37,1,38,28,43.250944,-2.904785,DELIVERED,22,CLEAR,HIGH
5009,2026-01-21 20:55:23,77.15,6,16,22,43.203303,-2.954142,DELIVERED,35,CLEAR,MEDIUM
5010,2026-01-20 23:41:30,22.19,2,25,17,43.230603,-2.924776,DELIVERED,29,CLEAR,LOW
5011,2026-01-28 13:43:40,22.03,2,29,31,43.262017,-2.974395,DELIVERED,26,RAIN,HIGH
5012,2026-01-17 01:26:07,10.88,1,8,14,43.26184,-2.954062,DELIVERED,49,CLEAR,LOW
5013,2026-01-10 14:45:34,71.04,4,31,25,43.287793,-2.937201,DELIVERED,28,CLEAR,HIGH
5014,2026-01-15 06:49:35,29.35,2,21,19,43.283752,-2.942355,DELIVERED,48,CLEAR,MEDIUM
5015,2026-01-12 20:04:16,31.82,2,19,19,43.221325,-2.95887,DELIVERED,42,CLEAR,MEDIUM
5016,2026-01-26 22:21:18,95.11,5,29,20,43.205563,-2.898137,DELIVERED,10,CLEAR,HIGH
5017,2026-01-29 22:04:14,63.8,5,18,23,43.287312,-2.984988,DELIVERED,35,RAIN,MEDIUM
5018,2026-01-06 13:33:24,83.08,6,18,25,43.268898,-2.916948,DELIVERED,27,CLEAR,HIGH
5019,2026-01-04 14:09:08,18.92,2,15,26,43.200098,-2.965111,DELIVERED,44,CLEAR,HIGH
5020,2026-01-09 21:12:54,83.98,6,19,19,43.289762,-2.920455,DELIVERED,32,CLEAR,HIGH
5021,2026-01-21 12:40:17,85.21,6,20,24,43.275481,-2.952554,DELIVERED,48,CLEAR,MEDIUM
5022,2026-01-26 21:53:57,67.64,5,21,19,43.233895,-2.88498,CANCELLED,8,CLEAR,MEDIUM
5023,2026-01-21 14:21:40,31.4,2,29,26,43.240864,-2.900648,DELIVERED,14,CLEAR,HIGH
5024,2026-01-05 21:32:39,10.72,1,24,19,43.268836,-2.919345,DELIVERED,19,CLEAR,HIGH
5025,2026-01-28 15:33:59,47.38,4,21,17,43.282943,-2.895103,DELIVERED,29,CLEAR,LOW
5026,2026-01-25 13:19:31,59.48,6,21,28,43.20919,-2.898445,CANCELLED,44,CLEAR,HIGH
5027,2026-01-03 14:01:21,54.26,4,25,21,43.281628,-2.886088,DELIVERED,13,CLEAR,MEDIUM
5028,2026-01-19 18:07:09,56.84,6,14,10,43.247232,-2.958131,DELIVERED,21,CLEAR,LOW
5029,2026-01-19 22:55:58,76.08,6,26,25,43.289852,-2.963431,DELIVERED,5,CLEAR,HIGH
5030,2026-01-18 21:58:30,34.61,3,30,18,43.223504,-2.950505,DELIVERED,45,CLEAR,MEDIUM
5031,2026-01-10 20:36:12,12.47,1,22,20,43.214523,-2.950265,DELIVERED,19,CLEAR,LOW
5032,2026-01-06 10:06:40,60.16,4,21,21,43.284132,-2.9151,DELIVERED,14,CLEAR,MEDIUM
5033,2026-01-03 14:20:35,109.63,6,31,31,43.220167,-2.881995,DELIVERED,36,RAIN,MEDIUM
5034,2026-01-21 15:42:23,20.18,2,8,23,43.201395,-2.943734,DELIVERED,15,RAIN,MEDIUM
5035,2026-01-01 23:18:32,41.79,4,11,19,43.263258,-2.979781,DELIVERED,16,RAIN,LOW
5036,2026-01-04 22:17:16,51.25,5,19,32,43.239329,-2.97751,DELIVERED,41,RAIN,HIGH
5037,2026-01-06 13:56:26,19.11,2,27,24,43.264381,-2.987917,DELIVERED,4,WIND,HIGH
5038,2026-01-11 21:25:03,69.15,5,20,21,43.268195,-2.913195,DELIVERED,17,CLEAR,HIGH
5039,2026-01-13 23:52:03,48.89,4,25,14,43.200051,-2.913279,DELIVERED,2,CLEAR,MEDIUM
5040,2026-01-27 13:00:52,28.12,3,28,22,43.209446,-2.91282,DELIVERED,4,CLEAR,MEDIUM
5041,2026-01-18 14:58:42,21.24,2,22,17,43.264807,-2.967326,DELIVERED,21,CLEAR,HIGH
5042,2026-01-07 00:45:36,25.94,2,23,16,43.261066,-2.975606,DELIVERED,29,RAIN,LOW
5043,2026-01-01 14:38:28,19.94,1,28,23,43.269042,-2.926371,DELIVERED,36,CLEAR,HIGH
5044,2026-01-08 13:05:36,11.79,1,22,16,43.266133,-2.93769,DELIVERED,35,CLEAR,MEDIUM
5045,2026-01-04 08:15:41,64.81,5,16,23,43.299994,-2.91619,DELIVERED,35,RAIN,LOW
5046,2026-01-05 22:40:14,17.0,1,28,38,43.264663,-2.975213,DELIVERED,32,RAIN,HIGH
5047,2026-01-22 21:48:50,44.97,4,30,30,43.228842,-2.898138,CANCELLED,26,RAIN,MEDIUM
5048,2026-01-18 20:51:07,89.64,5,25,16,43.254838,-2.921857,DELIVERED,33,WIND,LOW
5049,2026-01-03 23:10:05,30.41,3,22,16,43.227112,-2.943185,DELIVERED,4,WIND,MEDIUM
5050,2026-01-30 13:34:31,25.24,2,20,31,43.267878,-2.909056,DELIVERED,20,RAIN,HIGH
5051,2026-01-11 23:42:35,19.99,2,10,20,43.27361,-2.948068,DELIVERED,44,CLEAR,LOW
5052,2026-01-03 22:07:57,16.4,1,26,33,43.22592,-2.922213,DELIVERED,48,WIND,HIGH
5053,2026-01-19 13:39:18,72.25,6,28,26,43.244156,-2.97266,DELIVERED,29,CLEAR,HIGH
5054,2026-01-07 13:05:08,63.1,5,29,12,43.262859,-2.986477,DELIVERED,40,CLEAR,MEDIUM
5055,2026-01-09 22:30:44,71.18,4,30,24,43.217922,-2.934785,DELIVERED,28,CLEAR,MEDIUM
5056,2026-01-14 18:17:46,20.79,2,21,17,43.261468,-2.920416,DELIVERED,19,CLEAR,LOW
5057,2026-01-23 21:06:50,56.14,4,24,19,43.278439,-2.975514,DELIVERED,11,CLEAR,HIGH
5058,2026-01-31 11:22:47,73.26,6,18,26,43.281984,-2.968489,DELIVERED,34,RAIN,MEDIUM
5059,2026-01-16 21:19:16,82.03,6,30,22,43.208126,-2.901368,DELIVERED,38,RAIN,MEDIUM
5060,2026-01-07 22:36:25,28.71,2,18,25,43.271574,-2.987372,DELIVERED,42,CLEAR,MEDIUM
5061,2026-01-05 14:56:50,28.92,2,19,23,43.288687,-2.905228,DELIVERED,1,CLEAR,HIGH
5062,2026-01-30 23:56:18,50.52,5,12,20,43.250308,-2.904527,DELIVERED,16,CLEAR,MEDIUM
5063,2026-01-01 22:01:13,34.44,2,32,23,43.259145,-2.944342,DELIVERED,6,CLEAR,HIGH
5064,2026-01-12 13:54:39,32.37,3,22,21,43.227421,-2.924526,DELIVERED,50,CLEAR,HIGH
5065,2026-01-22 09:41:57,23.4,2,11,18,43.274542,-2.952652,DELIVERED,15,CLEAR,MEDIUM
5066,2026-01-06 19:09:55,12.62,1,8,16,43.230514,-2.951449,DELIVERED,49,CLEAR,LOW
5067,2026-01-27 21:35:32,35.26,3,21,24,43.208906,-2.899281,CANCELLED,35,CLEAR,HIGH
5068,2026-01-27 06:06:31,57.15,6,14,22,43.263814,-2.987021,DELIVERED,21,WIND,LOW
5069,2026-01-14 14:43:54,63.85,5,23,19,43.298479,-2.904764,DELIVERED,46,CLEAR,MEDIUM
5070,2026-01-03 22:03:52,52.64,6,15,27,43.253838,-2.970703,DELIVERED,50,RAIN,MEDIUM
5071,2026-01-06 22:22:07,60.81,5,30,20,43.262503,-2.943716,DELIVERED,22,CLEAR,HIGH
5072,2026-01-30 13:38:59,53.83,6,17,37,43.2437,-2.923562,DELIVERED,37,RAIN,HIGH
5073,2026-01-14 06:58:49,52.61,6,14,17,43.200743,-2.941044,DELIVERED,37,CLEAR,LOW
5074,2026-01-07 11:39:38,70.71,5,17,14,43.270557,-2.919882,DELIVERED,11,RAIN,LOW
5075,2026-01-29 20:20:24,52.18,4,13,18,43.20624,-2.947431,DELIVERED,40,CLEAR,MEDIUM
5076,2026-01-27 18:15:39,29.08,3,15,18,43.29844,-2.934603,DELIVERED,44,CLEAR,MEDIUM
5077,2026-01-18 14:51:59,39.74,3,27,26,43.221071,-2.901209,DELIVERED,11,CLEAR,HIGH
5078,2026-01-04 13:57:08,38.41,4,20,25,43.22743,-2.97378,DELIVERED,20,CLEAR,HIGH
5079,2026-01-24 20:14:30,8.52,1,11,15,43.227275,-2.901585,DELIVERED,44,CLEAR,MEDIUM
5080,2026-01-16 21:47:51,18.8,1,31,15,43.253583,-2.925743,DELIVERED,14,CLEAR,MEDIUM
5081,2026-01-25 10:51:27,16.15,2,10,19,43.289874,-2.936818,DELIVERED,50,CLEAR,LOW
5082,2026-01-17 23:00:40,28.8,3,9,12,43.226764,-2.886996,CANCELLED,43,CLEAR,LOW
5083,2026-01-30 21:25:42,51.1,4,20,24,43.249192,-2.894691,CANCELLED,8,CLEAR,HIGH
5084,2026-01-14 11:52:43,76.96,4,31,19,43.270196,-2.947949,DELIVERED,9,CLEAR,LOW
5085,2026-01-19 22:45:33,41.98,3,23,31,43.242733,-2.977719,DELIVERED,27,CLEAR,HIGH
5086,2026-01-01 23:53:45,72.41,4,28,16,43.276462,-2.889993,DELIVERED,18,RAIN,LOW
5087,2026-01-28 11:44:40,14.83,1,16,16,43.254688,-2.973702,DELIVERED,13,CLEAR,MEDIUM
5088,2026-01-30 21:50:31,41.28,4,24,17,43.277337,-2.957187,DELIVERED,41,CLEAR,MEDIUM
5089,2026-01-11 15:23:12,29.18,3,10,13,43.21378,-2.934122,DELIVERED,50,CLEAR,LOW
